Full project name,"Legal agreement reference number(s): contract, licence, lease, concession, â€¦","Affiliated companies, start with Operator",Commodities (one commodity/row),Status,Production (volume),Unit,Production (value),Currency,Country,ISO Code,Year,Start Date,End Date
Cape Three Points Block 4,Not applicable,ENI;Vitol;Woodfields;GNPC;Exploroco,,,,,,,Ghana,GHA,2019,2019-01-01,2019-12-31
DeepWater Tano,Not applicable,Tullow Ghana Ltd;Kosmos Energy HC;Anadarko;PetroSA;Ghana National Petroleum Company,,,,,,,Ghana,GHA,2019,2019-01-01,2019-12-31
Jubilee Fields,Not applicable,Tullow Ghana Ltd;Kosmos Energy HC;Anadarko;PetroSA;Ghana National Petroleum Company,,,5074148.0,Sm3,2033010000.0,USD,Ghana,GHA,2019,2019-01-01,2019-12-31
Jubilee Fields,Not applicable,Tullow Ghana Ltd;Kosmos Energy HC;Anadarko;PetroSA;Ghana National Petroleum Company,,,9133299.0,Sm3 o.e.,302973110.0,USD,Ghana,GHA,2019,2019-01-01,2019-12-31
MC-113 (Hotopo),Not applicable,Ghana Manganese Co. Ltd,,,,,,,Ghana,GHA,2019,2019-01-01,2019-12-31
MC-113/Vol.4,Not applicable,Ghana Manganese Co. Ltd,,,5383014.0,Tonnes,389945534.0,USD,Ghana,GHA,2019,2019-01-01,2019-12-31
MC-9/SF2 (Fiankuma 1),Not applicable,AngloGold Ashanti (Ghana) Ltd,,,,,,,Ghana,GHA,2019,2019-01-01,2019-12-31
MC-9/SF2 (Fiankuma 2),Not applicable,AngloGold Ashanti (Ghana) Ltd,,,,,,,Ghana,GHA,2019,2019-01-01,2019-12-31
MC-9/SF2 (Fiankuma 3),Not applicable,AngloGold Ashanti (Ghana) Ltd,,,,,,,Ghana,GHA,2019,2019-01-01,2019-12-31
ML-GH/152,Not applicable,AngloGold Ashanti (Iduapriem) Ltd,,,,,,,Ghana,GHA,2019,2019-01-01,2019-12-31
ML-GH/153,Not applicable,AngloGold Ashanti (Iduapriem) Ltd,,,,,,,Ghana,GHA,2019,2019-01-01,2019-12-31
ML-GH/154,Not applicable,AngloGold Ashanti (Iduapriem) Ltd,,,,,,,Ghana,GHA,2019,2019-01-01,2019-12-31
ML-GH/155,Not applicable,AngloGold Ashanti (Iduapriem) Ltd,,,8.0,Tonnes,10673.0,USD,Ghana,GHA,2019,2019-01-01,2019-12-31
ML6/8,Not applicable,Asanko Gold Ghana Ltd,,,7.0,Tonnes,9755.0,USD,Ghana,GHA,2019,2019-01-01,2019-12-31
ML6/9,Not applicable,Asanko Gold Ghana Ltd,,,,,,,Ghana,GHA,2019,2019-01-01,2019-12-31
Offshore Cape Three Points,Not applicable,ENI;VITOL;Ghana National Petroleum Company,,,,,,,Ghana,GHA,2019,2019-01-01,2019-12-31
PL-2/12 (Prestea),Not applicable,FGR (Bogoso/Prestea) Ltd,,,1.0,Tonnes,1847.0,USD,Ghana,GHA,2019,2019-01-01,2019-12-31
PL-2/151 (Lima South A B and C),Not applicable,Abosso GoldFields Ltd,,,6.0,Tonnes,8098.0,USD,Ghana,GHA,2019,2019-01-01,2019-12-31
PL-2/192/Vol.5 (Ebi Teleku Bokazo),Not applicable,Adamus Resources Ltd,,,,,,,Ghana,GHA,2019,2019-01-01,2019-12-31
PL-2/50 (Nkroful);,Not applicable,Adamus Resources Ltd,,,6.0,Tonnes,117271266.0,USD,Ghana,GHA,2019,2019-01-01,2019-12-31
PL-5/126 (Ntronang 1),Not applicable,Newmont Ghana Gold Limited,,,,,,,Ghana,GHA,2019,2019-01-01,2019-12-31
PL-5/126 (Ntronang 1),Not applicable,Newmont Ghana Gold Limited,,,,,,,Ghana,GHA,2019,2019-01-01,2019-12-31
PL-5/126 (Ntronang 1),Not applicable,Newmont Golden Ridge Ltd,,,12.0,Tonnes,16403.0,USD,Ghana,GHA,2019,2019-01-01,2019-12-31
PL-5/126 (Ntronang 2),Not applicable,Newmont Ghana Gold Limited,,,,,,,Ghana,GHA,2019,2019-01-01,2019-12-31
PL-5/126 (Ntronang 2),Not applicable,Newmont Ghana Gold Limited,,,,,,,Ghana,GHA,2019,2019-01-01,2019-12-31
PL-5/126 (Ntronang 2),Not applicable,Newmont Golden Ridge Ltd,,,,,,,Ghana,GHA,2019,2019-01-01,2019-12-31
PL-6/303,Not applicable,Asanko Gold Ghana Ltd,,,,,,,Ghana,GHA,2019,2019-01-01,2019-12-31
PL-7/4 (Ntotoroso),Not applicable,Newmont Ghana Gold Limited,,,,,,,Ghana,GHA,2019,2019-01-01,2019-12-31
PL2/192/VOL.5,Not applicable,Adamus Resources Ltd,,,,,,,Ghana,GHA,2019,2019-01-01,2019-12-31
PL2/387,Not applicable,Adamus Resources Ltd,,,,,,,Ghana,GHA,2019,2019-01-01,2019-12-31
PL2/538,Not applicable,AngloGold Ashanti (Ghana) Ltd,,,,,,,Ghana,GHA,2019,2019-01-01,2019-12-31
PL2/56,Not applicable,Chirano Gold Mines Ltd,,,6.0,Tonnes,7813.0,USD,Ghana,GHA,2019,2019-01-01,2019-12-31
PL2/57,Not applicable,Adamus Resources Ltd,,,,,,,Ghana,GHA,2019,2019-01-01,2019-12-31
PL6/122,Not applicable,AngloGold Ashanti (Ghana) Ltd,,,,,,,Ghana,GHA,2019,2019-01-01,2019-12-31
PL6/15,Not applicable,Perseus Mining Ghana Ltd,,,5.0,Tonnes,6978.0,USD,Ghana,GHA,2019,2019-01-01,2019-12-31
PL6/22,Not applicable,AngloGold Ashanti (Ghana) Ltd,,,,,,,Ghana,GHA,2019,2019-01-01,2019-12-31
PL6/32,Not applicable,Asanko Gold Ghana Ltd,,,,,,,Ghana,GHA,2019,2019-01-01,2019-12-31
PL6/8,Not applicable,Asanko Gold Ghana Ltd,,,,,,,Ghana,GHA,2019,2019-01-01,2019-12-31
RL-2/20 (Damang),Not applicable,Abosso GoldFields Ltd,,,,,,,Ghana,GHA,2019,2019-01-01,2019-12-31
RL-7/2 (Kenyase 1),Not applicable,Newmont Ghana Gold Limited,,,,,,,Ghana,GHA,2019,2019-01-01,2019-12-31
RL-7/2 (Kenyase 2),Not applicable,Newmont Ghana Gold Limited,,,,,,,Ghana,GHA,2019,2019-01-01,2019-12-31
RL-7/2 (Kenyase 3),Not applicable,Newmont Ghana Gold Limited,,,,,,,Ghana,GHA,2019,2019-01-01,2019-12-31
RL-7/2 (Yamfo 1),Not applicable,Newmont Ghana Gold Limited,,,,,,,Ghana,GHA,2019,2019-01-01,2019-12-31
RL-7/2 (Yamfo 2),Not applicable,Newmont Ghana Gold Limited,,,,,,,Ghana,GHA,2019,2019-01-01,2019-12-31
RL-7/2 (Yamfo 3),Not applicable,Newmont Ghana Gold Limited,,,,,,,Ghana,GHA,2019,2019-01-01,2019-12-31
RL-7/2 (Yamfo 4),Not applicable,Newmont Ghana Gold Limited,,,,,,,Ghana,GHA,2019,2019-01-01,2019-12-31
RL-7/2(Kenyasi 4),Not applicable,Newmont Ghana Gold Limited,,,,,,,Ghana,GHA,2019,2019-01-01,2019-12-31
RL7/2,Not applicable,Newmont Ghana Gold Limited,,,18.0,Tonnes,24990.0,USD,Ghana,GHA,2019,2019-01-01,2019-12-31
SGN Fields,Not applicable,ENI;VITOL;Ghana National Petroleum Company,,,12457024.0,Sm3 o.e.,413228913.0,USD,Ghana,GHA,2019,2019-01-01,2019-12-31
SGN Fields,Not applicable,ENI;VITOL;Ghana National Petroleum Company,,,2735392.0,Sm3,1124351000.0,USD,Ghana,GHA,2019,2019-01-01,2019-12-31
TEN Fields,Not applicable,Tullow Ghana Ltd;Kosmos Energy HC;Anadarko;PetroSA;Ghana National Petroleum Company,,,3548465.0,Sm3,1365708000.0,USD,Ghana,GHA,2019,2019-01-01,2019-12-31
TEN Fields,Not applicable,Tullow Ghana Ltd;Kosmos Energy HC;Anadarko;PetroSA;Ghana National Petroleum Company,,,8618153.0,Sm3 o.e.,285884502.0,USD,Ghana,GHA,2019,2019-01-01,2019-12-31
West Cape Three Points,Not applicable,Tullow Ghana Ltd;Kosmos Energy HC;Anadarko;PetroSA;Ghana National Petroleum Company,,,,,,,Ghana,GHA,2019,2019-01-01,2019-12-31
,Not applicable,GoldFields Ghana Ltd,,,14.0,Tonnes,20172.0,USD,Ghana,GHA,2019,2019-01-01,2019-12-31
